2024_01_31,20240131FR 2502,DEP,FR 2502,06:00 Uhr,departed,on time,LPA,FR,Gran Canaria,Ryanair,---,Wed
2024_01_31,20240131KL 1818,DEP,KL 1818,06:00 Uhr,departed,on time,AMS,KL,Amsterdam,KLM Royal Dutch Airlines,---,Wed
2024_01_31,20240131LH 1957,DEP,LH 1957,06:15 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131FR 3354,DEP,FR 3354,06:20 Uhr,departed,on time,FUE,FR,Fuerteventura,Ryanair,---,Wed
2024_01_31,20240131LH 173,DEP,LH 173,06:25 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131FR 257,DEP,FR 257,06:30 Uhr,departed,on time,ALC,FR,Alicante,Ryanair,---,Wed
2024_01_31,20240131IF 114,DEP,IF 114,06:30 Uhr,cancelled, --:-- Uhr,BGW,IF,Baghdad,Fly Baghdad,---,Wed
2024_01_31,20240131EW 8590,DEP,EW 8590,06:35 Uhr,departed,on time,PMI,EW,Palma de Mallorca,Eurowings,---,Wed
2024_01_31,20240131BA 981,DEP,BA 981,06:40 Uhr,departed,on time,LHR,BA,London LHR,British Airways,---,Wed
2024_01_31,20240131TK 1728,DEP,TK 1728,06:40 Uhr,departed,on time,IST,TK,Istanbul Airport,Turkish Airlines,---,Wed
2024_01_31,20240131EW 8000,DEP,EW 8000,06:45 Uhr,departed,on time,STR,EW,Stuttgart,Eurowings,LH5391,Wed
2024_01_31,20240131EW 8040,DEP,EW 8040,06:45 Uhr,departed,06:45 Uhr,DUS,EW,Düsseldorf,Eurowings,---,Wed
2024_01_31,20240131AF 1135,DEP,AF 1135,06:55 Uhr,departed,on time,CDG,AF,Paris CDG,Air France,---,Wed
2024_01_31,20240131BA 8490,DEP,BA 8490,06:55 Uhr,departed,on time,LCY,BA,London City Airport,British Airways,---,Wed
2024_01_31,20240131FR 6638,DEP,FR 6638,06:55 Uhr,departed,on time,VNO,FR,Vilnius,Ryanair,---,Wed
2024_01_31,20240131I2 3673,DEP,I2 3673,07:00 Uhr,departed,on time,MAD,IBS,Madrid,IBERIA Express,---,Wed
2024_01_31,20240131LX 963,DEP,LX 963,07:00 Uhr,departed,on time,ZRH,LX,Zürich,Swiss,---,Wed
2024_01_31,20240131OS 240,DEP,OS 240,07:00 Uhr,departed,on time,VIE,OS,Wien,Austrian Airlines,---,Wed
2024_01_31,20240131FR 2599,DEP,FR 2599,07:05 Uhr,departed,on time,RIX,FR,Riga,Ryanair,---,Wed
2024_01_31,20240131EW 1150,DEP,EW 1150,07:10 Uhr,departed,on time,DXB,EW,Dubai,Eurowings,---,Wed
2024_01_31,20240131SN 2592,DEP,SN 2592,07:10 Uhr,departed,07:30 Uhr,BRU,SN,Brüssel,Brussels Airlines,---,Wed
2024_01_31,20240131FR 3309,DEP,FR 3309,07:15 Uhr,departed,on time,BRI,FR,Bari,Ryanair,---,Wed
2024_01_31,20240131LH 1959,DEP,LH 1959,07:15 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131LH 175,DEP,LH 175,07:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131EW 8234,DEP,EW 8234,08:00 Uhr,departed,on time,RVN,EW,Rovaniemi,Eurowings,---,Wed
2024_01_31,20240131EJU5381,DEP,EJU5381,08:30 Uhr,departed,on time,SPC,EJU,La Palma,easyJet Europe,---,Wed
2024_01_31,20240131EW 013,DEP,EW 013,08:35 Uhr,departed,on time,CGN,EW,Köln/Bonn,Eurowings,---,Wed
2024_01_31,20240131DX 122,DEP,DX 122,08:40 Uhr,departed,on time,SCN,DX,Saarbrücken,Danish Air Transport,---,Wed
2024_01_31,20240131LH 177,DEP,LH 177,08:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131AY 1432,DEP,AY 1432,08:45 Uhr,departed,on time,HEL,AY,Helsinki,Finnair,---,Wed
2024_01_31,20240131LH 1929,DEP,LH 1929,09:00 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131QR 080,DEP,QR 080,09:00 Uhr,departed,on time,DOH,QR,Doha,Qatar Airways,---,Wed
2024_01_31,20240131W6 2316,DEP,W6 2316,09:05 Uhr,departed,on time,BUD,W6,Budapest,Wizz Air,---,Wed
2024_01_31,20240131OS 224,DEP,OS 224,09:10 Uhr,departed,09:25 Uhr,VIE,OS,Wien,Austrian Airlines,---,Wed
2024_01_31,20240131FR 1144,DEP,FR 1144,09:15 Uhr,departed,on time,MAN,FR,Manchester,Ryanair,---,Wed
2024_01_31,20240131LX 975,DEP,LX 975,09:35 Uhr,departed,on time,ZRH,LX,Zürich,Swiss,---,Wed
2024_01_31,20240131LH 181,DEP,LH 181,09:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131SR 3138,DEP,SR 3138,09:45 Uhr,departed,on time,TFS,SDR,Teneriffa,SUNDAIR,---,Wed
2024_01_31,20240131FR 144,DEP,FR 144,09:50 Uhr,departed,on time,STN,FR,London STN,Ryanair,---,Wed
2024_01_31,20240131UA 963,DEP,UA 963,09:55 Uhr,departed,on time,EWR,UA,New York EWR,United Airlines,---,Wed
2024_01_31,20240131EJU4076,DEP,EJU4076,10:00 Uhr,departed,on time,VCE,EJU,Venedig,easyJet Europe,---,Wed
2024_01_31,20240131LH 1931,DEP,LH 1931,10:00 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131FR 3670,DEP,FR 3670,10:10 Uhr,departed,on time,DUB,FR,Dublin,Ryanair,---,Wed
2024_01_31,20240131KL 1822,DEP,KL 1822,10:10 Uhr,departed,on time,AMS,KL,Amsterdam,KLM Royal Dutch Airlines,---,Wed
2024_01_31,20240131AF 1435,DEP,AF 1435,10:15 Uhr,departed,on time,CDG,AF,Paris CDG,Air France,---,Wed
2024_01_31,20240131EI 333,DEP,EI 333,10:20 Uhr,departed,on time,DUB,EI,Dublin,Aer Lingus,---,Wed
2024_01_31,20240131TR 721,DEP,TR 721,10:20 Uhr,departed,on time,SIN,TR,Singapur,Scoot,---,Wed
2024_01_31,20240131LY 2372,DEP,LY 2372,10:35 Uhr,departed,11:10 Uhr,TLV,LY,Tel Aviv,EL AL - Israel Airlines,---,Wed
2024_01_31,20240131LH 183,DEP,LH 183,10:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131VY 1883,DEP,VY 1883,10:45 Uhr,departed,on time,BCN,VY,Barcelona,Vueling Airlines,---,Wed
2024_01_31,20240131LX 977,DEP,LX 977,10:50 Uhr,departed,on time,ZRH,LX,Zürich,Swiss,---,Wed
2024_01_31,20240131FR 234,DEP,FR 234,10:55 Uhr,departed,on time,AGP,FR,Malaga,Ryanair,---,Wed
2024_01_31,20240131BA 991,DEP,BA 991,11:00 Uhr,departed,on time,LHR,BA,London LHR,British Airways,---,Wed
2024_01_31,20240131EJU5113,DEP,EJU5113,11:00 Uhr,departed,on time,TFS,EJU,Teneriffa,easyJet Europe,---,Wed
2024_01_31,20240131LH 1935,DEP,LH 1935,11:00 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131TK 1722,DEP,TK 1722,11:10 Uhr,departed,on time,IST,TK,Istanbul Airport,Turkish Airlines,---,Wed
2024_01_31,20240131LO 388,DEP,LO 388,11:15 Uhr,departed,on time,WAW,LO,Warschau,LOT Polish Airlines,---,Wed
2024_01_31,20240131OS 226,DEP,OS 226,11:20 Uhr,departed,on time,VIE,OS,Wien,Austrian Airlines,---,Wed
2024_01_31,20240131BQ 1951,DEP,BQ 1951,11:25 Uhr,departed,on time,BZO,BQ,Bozen,Sky Alps,---,Wed
2024_01_31,20240131A3 821,DEP,A3 821,11:40 Uhr,departed,on time,ATH,A3,Athen,Aegean Airlines,---,Wed
2024_01_31,20240131IB 3067,DEP,IB 3067,11:40 Uhr,departed,on time,MAD,IB,Madrid,IBERIA,---,Wed
2024_01_31,20240131LH 185,DEP,LH 185,11:40 Uhr,departed,11:45 Uhr,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131SK 2678,DEP,SK 2678,11:45 Uhr,departed,on time,ARN,SK,Stockholm ARN,SAS-Scandinavian Airlines System,---,Wed
2024_01_31,20240131KL 1824,DEP,KL 1824,11:50 Uhr,departed,on time,AMS,KL,Amsterdam,KLM Royal Dutch Airlines,---,Wed
2024_01_31,20240131BA 8492,DEP,BA 8492,11:55 Uhr,departed,on time,LCY,BA,London City Airport,British Airways,---,Wed
2024_01_31,20240131FR 110,DEP,FR 110,11:55 Uhr,departed,on time,PMI,FR,Palma de Mallorca,Ryanair,---,Wed
2024_01_31,20240131SN 2582,DEP,SN 2582,11:55 Uhr,departed,on time,BRU,SN,Brüssel,Brussels Airlines,---,Wed
2024_01_31,20240131PC 978,DEP,PC 978,12:00 Uhr,departed,12:15 Uhr,SAW,PC,Istanbul SAW,Pegasus Airlines,---,Wed
2024_01_31,20240131PC 5008,DEP,PC 5008,12:10 Uhr,departed,12:50 Uhr,AYT,PC,Antalya,Pegasus Airlines,---,Wed
2024_01_31,20240131FR 040,DEP,FR 040,12:15 Uhr,departed,12:30 Uhr,FCO,FR,Rom FCO,Ryanair,---,Wed
2024_01_31,20240131FB 320,DEP,FB 320,12:20 Uhr,departed,12:50 Uhr,SOF,FB,Sofia,Bulgaria Air,---,Wed
2024_01_31,20240131AF 1735,DEP,AF 1735,12:25 Uhr,departed,12:40 Uhr,CDG,AF,Paris CDG,Air France,---,Wed
2024_01_31,20240131FR 3388,DEP,FR 3388,12:25 Uhr,departed,13:20 Uhr,MRS,FR,Marseille,Ryanair,---,Wed
2024_01_31,20240131BA 993,DEP,BA 993,12:40 Uhr,departed,on time,LHR,BA,London LHR,British Airways,---,Wed
2024_01_31,20240131FR 2418,DEP,FR 2418,12:40 Uhr,departed,on time,TFS,FR,Teneriffa,Ryanair,---,Wed
2024_01_31,20240131LH 187,DEP,LH 187,12:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131LH 2207,DEP,LH 2207,12:50 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131TP 531,DEP,TP 531,12:50 Uhr,departed,13:09 Uhr,LIS,TP,Lissabon,TAP Air Portugal,---,Wed
2024_01_31,20240131EJU5333,DEP,EJU5333,12:55 Uhr,departed,on time,FNC,EJU,Funchal,easyJet Europe,---,Wed
2024_01_31,20240131HU 490,DEP,HU 490,12:55 Uhr,departed,on time,PEK,HU,Peking,Hainan Airlines,---,Wed
2024_01_31,20240131AY 1434,DEP,AY 1434,13:05 Uhr,departed,on time,HEL,AY,Helsinki,Finnair,---,Wed
2024_01_31,20240131XQ 161,DEP,XQ 161,13:25 Uhr,departed,on time,AYT,XQ,Antalya,Sun Express,---,Wed
2024_01_31,20240131EJU5065,DEP,EJU5065,13:30 Uhr,departed,13:50 Uhr,LIN,EJU,Mailand LIN,easyJet Europe,---,Wed
2024_01_31,20240131EW 8042,DEP,EW 8042,13:30 Uhr,departed,13:40 Uhr,DUS,EW,Düsseldorf,Eurowings,---,Wed
2024_01_31,20240131DY 1105,DEP,DY 1105,13:35 Uhr,departed,on time,OSL,DY,Oslo,Norwegian Air Shuttle AOC,---,Wed
2024_01_31,20240131LH 189,DEP,LH 189,13:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131TK 7729,DEP,TK 7729,13:40 Uhr,departed,14:00 Uhr,SAW,TK,Istanbul SAW,Turkish Airlines,---,Wed
2024_01_31,20240131XQ 947,DEP,XQ 947,13:55 Uhr,departed,on time,ADB,XQ,Izmir ADB,Sun Express,---,Wed
2024_01_31,20240131BA 983,DEP,BA 983,14:00 Uhr,departed,on time,LHR,BA,London LHR,British Airways,---,Wed
2024_01_31,20240131FR 196,DEP,FR 196,14:00 Uhr,departed,14:25 Uhr,BUD,FR,Budapest,Ryanair,---,Wed
2024_01_31,20240131FR 3390,DEP,FR 3390,14:05 Uhr,departed,14:22 Uhr,BGY,FR,Mailand BGY,Ryanair,---,Wed
2024_01_31,20240131EW 4601,DEP,EW 4601,14:10 Uhr,departed,on time,ARN,EW,Stockholm ARN,Eurowings,LH5345,Wed
2024_01_31,20240131W4 6612,DEP,W4 6612,14:10 Uhr,departed,14:30 Uhr,TIA,W4,Tirana,Wizz Air Malta,---,Wed
2024_01_31,20240131EW 8006,DEP,EW 8006,14:15 Uhr,departed,on time,STR,EW,Stuttgart,Eurowings,LH5398,Wed
2024_01_31,20240131FR 146,DEP,FR 146,14:15 Uhr,departed,14:27 Uhr,STN,FR,London STN,Ryanair,---,Wed
2024_01_31,20240131TK 1726,DEP,TK 1726,14:20 Uhr,departed,on time,IST,TK,Istanbul Airport,Turkish Airlines,---,Wed
2024_01_31,20240131KL 1826,DEP,KL 1826,14:30 Uhr,departed,on time,AMS,KL,Amsterdam,KLM Royal Dutch Airlines,---,Wed
2024_01_31,20240131LH 191,DEP,LH 191,14:40 Uhr,departed,on time,FRA,LH,Frankfurt,Lufthansa,---,Wed
2024_01_31,20240131LX 967,DEP,LX 967,14:45 Uhr,departed,on time,ZRH,LX,Zürich,Swiss,---,Wed
2024_01_31,20240131FR 1142,DEP,FR 1142,14:55 Uhr,departed,on time,LIS,FR,Lissabon,Ryanair,---,Wed
2024_01_31,20240131MS 732,DEP,MS 732,14:55 Uhr,departed,15:15 Uhr,CAI,MS,Kairo,Egypt Air,---,Wed
2024_01_31,20240131OS 230,DEP,OS 230,15:10 Uhr,departed,on time,VIE,OS,Wien,Austrian Airlines,---,Wed
2024_01_31,20240131EW 8760,DEP,EW 8760,15:15 Uhr,departed,on time,INN,EW,Innsbruck,Eurowings,OS8847,Wed
2024_01_31,20240131QR 082,DEP,QR 082,15:15 Uhr,departed,on time,DOH,QR,Doha,Qatar Airways,---,Wed
2024_01_31,20240131EW 9049,DEP,EW 9049,15:25 Uhr,departed,on time,DUS,EW,Düsseldorf,Eurowings,---,Wed
2024_01_31,20240131PC 980,DEP,PC 980,15:30 Uhr,departed,16:00 Uhr,SAW,PC,Istanbul SAW,Pegasus Airlines,---,Wed
2024_01_31,20240131AF 1235,DEP,AF 1235,15:45 Uhr,departed,16:10 Uhr,CDG,AF,Paris CDG,Air France,---,Wed
2024_01_31,20240131LH 1941,DEP,LH 1941,15:45 Uhr,departed,on time,MUC,LH,München,Lufthansa,---,Wed
2024_01_31,20240131SK 1674,DEP,SK 1674,15:55 Uhr,departed,on time,CPH,SK,Kopenhagen,SAS-Scandinavian Airlines System,---,Wed
